admit,gre,gpa
0,600.0,2.5303014928575207
0,600.0,2.821292224499124
0,700.0,2.781804283546861
1,660.0,4.046450412719998
0,700.0,3.2746364490623687
1,720.0,4.247544851901439
0,800.0,3.1807982217277364
0,580.0,2.701545258668701
1,660.0,3.6105241236872914
0,660.0,2.333666083943258
0,640.0,2.545206837853217
0,480.0,2.919674313653063
0,700.0,2.6804575490708547
0,400.0,2.629771757568709
0,340.0,3.0778015910208243
0,580.0,3.5393474977941937
0,380.0,3.072317111488786
0,540.0,3.477377043260684
1,660.0,4.015051592985279
1,740.0,3.918885537253333
1,700.0,4.52563203307456
0,480.0,2.2617274945916197
0,400.0,2.2028309302336924
0,480.0,2.707293478800019
0,680.0,2.6545066655519247
0,420.0,3.064065007453037
0,360.0,2.6289612370153974
0,600.0,2.2323504362639426
0,720.0,3.799890808587517
0,620.0,3.1229685038775514
1,440.0,4.258397348116461
0,700.0,3.141324591427607
1,800.0,4.004613769173371
0,340.0,2.4813845808104094
1,520.0,3.837672114006384
1,480.0,3.3542330265121567
0,520.0,2.124742339584864
0,500.0,2.493331058575297
0,720.0,3.0065767619183394
0,540.0,2.4792981359887407
1,600.0,3.9801524937396016
0,740.0,3.318279073126545
0,540.0,2.9131722027649483
0,460.0,2.557649671406637
1,620.0,3.292038234844779
0,640.0,1.8776366543833087
0,580.0,3.189337810994333
0,500.0,2.4570334164365173
0,560.0,2.31843977990748
0,500.0,2.8368869775847187
0,560.0,3.1984323148727403
0,700.0,3.284175035317912
0,620.0,2.490967479334359
1,600.0,4.075176910111272
0,640.0,3.750316891129758
1,700.0,3.5543885211152184
0,620.0,3.7024566750761214
0,580.0,2.4286049059583603
0,580.0,3.21902304729051
0,380.0,2.5756149066304213
0,480.0,2.9077221435519647
0,560.0,2.4627689255968233
1,480.0,3.8193204020787817
0,740.0,2.4392500987274888
1,800.0,3.998779981600017
0,400.0,2.9346947449973344
1,640.0,4.602522284353982
0,580.0,2.9451826460703097
0,620.0,3.3307666306002344
1,580.0,3.1717110760894114
0,560.0,1.9270491485650725
1,480.0,4.100068021177811
0,660.0,3.3264761274149777
0,700.0,3.4289184633482392
0,600.0,2.1605876776647124
0,640.0,3.2418665672988727
1,700.0,4.10671027934328
0,520.0,2.0732633354587082
0,580.0,2.974809935775305
0,700.0,3.2265268743133992
0,440.0,3.1091263392816506
0,720.0,2.8001789549214555
0,500.0,3.5462104586163608
0,600.0,3.383949536653536
0,400.0,3.4365032526699872
0,540.0,2.6402420949124594
0,680.0,2.9602260514439824
1,800.0,3.6148544555255273
0,500.0,3.1929968235687136
1,620.0,4.339584627764559
0,520.0,1.7911166341173907
1,620.0,4.005132823361114
0,620.0,2.8991124763381944
0,300.0,2.76128572741237
0,620.0,3.1628550133959696
0,500.0,3.1732227831145536
0,700.0,3.83295809209905
1,540.0,4.779498941564189
0,500.0,2.6223807837116824
0,800.0,3.563328573066457
0,560.0,2.8735979849343587
0,,
0,560.0,2.595369124250186
0,500.0,2.5058295510308035
1,640.0,3.834827350427649
0,800.0,2.734329847049947
0,640.0,3.174645635603248
0,380.0,2.721728719486741
1,600.0,4.067899978811085
0,560.0,3.3841587899632315
0,660.0,2.958080380602272
1,400.0,4.151874235023117
0,600.0,3.3602503884830104
0,580.0,3.712913143910685
0,800.0,2.778830471998968
1,580.0,3.28849250205192
1,700.0,4.195982862419145
0,420.0,2.9833943077050384
1,600.0,3.9352272889105375
1,780.0,4.125330330763264
0,740.0,3.5006564593314904
1,640.0,4.018677289689482
0,540.0,3.0378900859899733
0,580.0,3.0478009717165646
0,740.0,2.4061249824720954
0,580.0,2.7038438950232493
0,,2.362765191311608
0,640.0,3.3384271409496082
1,600.0,3.8313490317738963
1,660.0,3.7387375091519295
0,340.0,2.7516567990379115
1,460.0,3.9967533266935895
0,460.0,1.993369877041153
1,560.0,3.870934509687381
0,540.0,2.314881303563954
0,680.0,3.985060019065591
1,480.0,3.5626960831582486
0,800.0,2.5181882145767607
0,800.0,2.2608800621845
1,720.0,3.6409242249747615
0,620.0,2.7120817054799784
0,540.0,2.5652601443661407
0,480.0,2.91440397142075
1,720.0,4.22219698075404
0,580.0,2.80115341974308
0,600.0,2.6131357424538955
0,380.0,3.240348745243687
0,420.0,2.6400264101273216
1,800.0,3.6045506436797705
0,620.0,2.7420700584088094
1,660.0,
0,480.0,3.295319237263353
0,500.0,2.658146547877052
0,700.0,2.776567566675083
0,440.0,1.7900879538927297
1,520.0,4.582244769296658
1,680.0,3.1587156815341717
0,620.0,3.1260992842105817
0,540.0,2.367397881774874
0,800.0,3.4662497806954287
0,680.0,2.4718577456224944
0,440.0,2.9928502105526142
0,680.0,2.9473740477738355
0,640.0,2.8918847103518903
0,660.0,2.365385780525977
0,620.0,2.526751971710354
1,520.0,4.005522117123602
1,540.0,4.365461428454834
1,740.0,4.226857343847617
0,640.0,2.8528252359915727
1,520.0,4.0290071680409865
1,620.0,4.721270346685946
0,520.0,2.892152759798786
0,640.0,2.941095015521282
0,680.0,2.5393902533611703
0,440.0,3.119612940303163
1,520.0,3.2640446517340904
1,620.0,4.308465728544273
1,520.0,4.01586905952513
0,380.0,2.409051304493022
0,560.0,2.550473248968439
1,600.0,4.503103425875594
1,680.0,4.0832981268275566
0,500.0,2.133486614222753
1,640.0,4.280898024852649
0,540.0,3.1143248476022833
1,680.0,3.733558350286024
0,660.0,2.6611145297673424
0,520.0,2.7261355943458416
1,600.0,3.2909823217156617
0,460.0,3.118767022958508
1,580.0,3.9051833220267467
1,680.0,3.729606178338064
1,660.0,3.777557471355213
0,660.0,3.8334069696920094
0,360.0,2.612154695396964
0,660.0,2.450586274229334
0,520.0,3.051787961139444
1,440.0,4.277212742576326
0,600.0,2.3328258157786825
1,800.0,3.6922149251619496
1,660.0,3.8195942459383017
0,800.0,2.7430920392771294
0,420.0,1.3892465496627406
1,620.0,4.163244787222995
0,800.0,1.9976145159417265
0,680.0,3.1329837390133326
0,800.0,3.2315507907486736
0,480.0,1.6714844386986518
0,520.0,2.8458596783489667
0,560.0,2.8329668384367617
0,460.0,2.402406614436415
0,540.0,2.6921540580587413
0,720.0,2.6377148652233844
0,640.0,2.5021863511413653
1,660.0,4.360785048616897
1,400.0,3.711277197569496
1,680.0,4.750967179954562
0,220.0,2.3944166851870667
0,580.0,2.6421657838249786
1,540.0,3.663795596364391
0,580.0,3.3897909446293912
0,540.0,2.5855109020391502
0,440.0,2.9742413395018783
0,560.0,3.67541417009973
0,660.0,3.303538465128602
0,660.0,3.3738273083907444
1,520.0,4.172732829381993
0,540.0,2.7645327933101376
1,300.0,3.2675410183585494
1,340.0,3.025419126744095
1,780.0,3.7378914269933037
1,480.0,3.7414291856867337
0,540.0,2.8914418987296537
0,460.0,2.6913063773774697
0,460.0,3.3424558691256725
0,500.0,2.63674820837066
0,420.0,2.4627303727368486
0,520.0,2.6268040762315565
0,680.0,3.296551406618622
0,680.0,2.641787201444984
1,560.0,4.1164104112637805
0,580.0,2.720509653990385
0,500.0,2.4665059561994283
0,740.0,3.6202142198207694
0,660.0,2.7266663504281747
0,420.0,2.440918214863782
0,560.0,2.9508181223702694
1,460.0,3.9543559810763265
1,620.0,4.218570691164703
0,520.0,3.124357934193564
0,620.0,2.748752172373844
0,540.0,2.819804381214144
1,660.0,4.377566473926093
0,500.0,2.8311772191030995
1,560.0,2.899292229148875
0,500.0,3.3698276307726682
0,580.0,2.526397453273121
0,520.0,2.7420949072065555
0,500.0,2.265116738457872
0,600.0,2.5370142612839066
0,580.0,3.081876923773505
0,400.0,2.4044763040450654
0,620.0,2.8317674173236385
1,780.0,4.4103829230356295
0,620.0,3.2342220143164533
1,580.0,3.8755511385430492
0,700.0,3.5124371250218576
1,540.0,4.008798165491624
1,760.0,2.886979909828793
0,700.0,2.622525285845397
0,720.0,2.4119694510500134
1,560.0,3.979751452913768
0,720.0,3.6965177034237007
1,520.0,4.161221287254005
1,540.0,4.419697652342573
0,680.0,2.212965455203693
0,460.0,3.3797326097104388
1,560.0,4.168120379564417
0,480.0,1.8455639731944853
0,460.0,2.5783773127603657
0,620.0,3.5285791715507835
0,580.0,3.5141282408136743
0,800.0,3.633223432279492
1,540.0,4.403403756510423
1,680.0,4.631460590187718
1,680.0,3.2236720768991143
1,620.0,3.5565700588860363
0,560.0,3.495127098038077
0,560.0,3.182710035073714
0,620.0,2.8269741021673367
1,800.0,4.892558998489978
0,640.0,2.5808387233247463
0,540.0,2.3886923008439966
0,700.0,3.0396662166890813
1,540.0,4.029342241915652
0,540.0,2.7938493257768062
0,660.0,3.7273759992664655
1,480.0,3.4274401551640628
0,420.0,2.6064508984746486
1,740.0,4.756091299923494
0,580.0,3.2381139066630524
0,640.0,2.98885065046532
0,640.0,2.8288821460350175
1,800.0,3.3680034749718635
1,660.0,3.990051924527677
1,600.0,3.6079351625419416
1,620.0,4.177107788626256
1,460.0,4.808014765922493
0,620.0,3.8185616523043726
0,560.0,2.5148366163329396
0,460.0,1.9209537382775672
0,700.0,3.5431230769052564
0,600.0,3.322687780371097
0,380.0,3.3534372162986363
1,660.0,4.530730583256343
1,800.0,4.00695213053119
1,640.0,3.7007473025775655
0,520.0,1.9670731247624205
1,760.0,3.4174110031487785
1,560.0,3.2021078104707303
0,400.0,2.5964543532800755
1,540.0,3.5098653673336835
0,700.0,3.114007450224842
0,800.0,3.4497734578437385
0,440.0,3.1765874671451813
1,760.0,4.337615171403628
0,700.0,2.4468486244059777
1,700.0,4.94290970391252
0,480.0,2.4885966577933427
0,780.0,3.2683881798536687
0,360.0,1.7408111405732098
0,800.0,2.8657935366515916
1,540.0,4.133202932020756
0,500.0,2.9419202280510675
1,660.0,4.148790621743366
0,600.0,2.607955160091773
0,680.0,2.579019011149008
1,760.0,4.053018958895178
1,800.0,4.023629602379295
1,620.0,4.581782082720959
1,520.0,4.702447294942111
1,780.0,3.4717822958253644
0,520.0,2.8789715301932954
0,540.0,2.9401386971332792
0,760.0,2.4499768766019887
0,600.0,3.046578620697282
1,800.0,4.497248505892387
0,360.0,2.903129441025518
0,400.0,2.269474484756138
0,580.0,2.9751939644518637
0,520.0,2.0773856814863216
1,500.0,3.430878309816769
1,520.0,2.964840494377468
0,560.0,1.9962617463512367
1,580.0,3.356886947354533
1,600.0,3.7595643339798968
0,500.0,2.6424501007085297
0,700.0,2.844464686165332
1,460.0,3.9526790232288618
1,580.0,3.5114787512499888
0,500.0,2.3461406753234266
0,440.0,2.028232321262771
0,400.0,2.7633915368245257
0,640.0,3.691985792255137
0,440.0,2.3931262550558183
0,740.0,2.5072029224567722
1,680.0,3.548646464236612
0,660.0,3.1232601999092244
1,740.0,4.908265885966653
0,560.0,3.094285444479838
0,380.0,2.916361413953664
0,400.0,3.008028499556734
0,600.0,2.2129059639112194
1,620.0,3.4195618906669725
0,560.0,2.77330258728593
0,640.0,3.4380529038840244
1,680.0,3.994894872091223
0,580.0,3.609094004094485
0,600.0,2.9955236648138266
0,740.0,3.1232331411408305
0,620.0,2.3122144797851125
0,580.0,3.5535602474432673
0,800.0,3.0348554459524064
0,640.0,3.595681231895708
0,300.0,2.4918003850743853
0,480.0,2.6724022343418246
0,580.0,3.3075638486756302
0,720.0,2.458744006297812
0,720.0,3.8716057105458743
0,560.0,3.2558903506158337
1,800.0,4.489452760277564
0,540.0,2.395661182871259
1,620.0,4.9856504541105995
0,700.0,2.321613082993591
0,620.0,2.795839333440194
0,500.0,2.6305806310110134
0,380.0,2.824341750403569
1,500.0,3.8420552715115006
0,520.0,2.085809125335881
0,600.0,3.128132675281257
0,600.0,3.1566284378844798
0,700.0,3.053343597773012
1,660.0,4.672135547405879
0,700.0,3.4750036941680627
1,720.0,4.401619615328718
0,800.0,3.8305761572539065
0,580.0,2.4109402090917302
1,660.0,3.6776375439924
0,660.0,3.2623874364077854
0,640.0,2.7196434921776387
0,480.0,3.3362879180895666
0,700.0,2.3399880853954893
0,400.0,2.4299209124385417
0,340.0,2.4991226309528063
0,580.0,3.0370422134486645
0,380.0,3.0056662468846245
0,540.0,3.6069980869418017
1,660.0,4.67821634861186
1,740.0,3.3377831327192533
1,700.0,4.19230583059358
0,480.0,2.46051304480181
0,400.0,1.9358606387788329
0,480.0,2.7881608101506217
0,680.0,2.522216582629975
0,420.0,2.679349489760754
0,360.0,2.5347943877162815
0,600.0,3.1598576573992148
0,720.0,3.27770318412209
0,620.0,3.0323747154946203
1,440.0,4.083529710760895
0,700.0,3.5446970576423404
1,800.0,4.235774684074759
0,340.0,2.229995109179334
1,520.0,3.830289770054408
1,480.0,3.5053024955892385
0,520.0,2.649066311340944
0,500.0,2.4441723155269193
0,720.0,3.783323550353281
0,540.0,2.9296290637418148
1,600.0,3.860780064971736
0,740.0,2.9838366711047537
0,540.0,2.8424284757610176
0,460.0,2.4850882755127817
1,620.0,3.3565185103998543
0,640.0,1.9945500392102709
0,580.0,2.4728221805205477
0,500.0,2.8453579181445465
0,560.0,2.550684084190692
0,500.0,3.4175839866695825
0,560.0,2.3375164978416247
0,700.0,3.072999032075705
0,620.0,2.8600428697194404
1,600.0,3.620775141554764
0,640.0,3.0879667056235784
1,700.0,4.110892943188242
0,620.0,3.419042022727958
0,580.0,2.7764143119972404
0,580.0,3.3108755678839827
0,380.0,2.674729579503192
0,480.0,3.272286516364765
0,560.0,1.8839323697474717
1,480.0,3.5875643618422832
0,740.0,2.527971912329614
1,800.0,3.756587828927856
0,400.0,2.671255302257024
1,640.0,4.452093058299281
0,580.0,3.4238396194752383
0,620.0,3.3868716440546716
1,580.0,3.086495775197938
0,560.0,2.2568874300891566
1,480.0,4.22517279040945
0,660.0,3.129863592528481
0,700.0,3.732357253236161
0,600.0,2.1930421769689366
0,640.0,2.946197759287624
1,700.0,3.734366429004992
0,520.0,2.4244756893419765
0,580.0,2.9030184829257166
0,700.0,3.552797459495165
0,440.0,2.6394056666393833
0,720.0,3.2543205723035022
0,500.0,3.0806080267855824
0,600.0,3.12303651709417
0,400.0,2.517841985176687
0,540.0,1.958575042254904
0,680.0,3.2714894856426637
1,800.0,4.120937738102467
0,500.0,2.5994047853560835
1,620.0,3.7567353463005375
0,520.0,2.503633602114524
1,620.0,4.1667299887367335
0,620.0,2.5125502915088083
0,300.0,2.62937670652342
0,620.0,2.90202567955493
0,500.0,3.011943309892549
0,700.0,3.194074599882379
1,540.0,3.977520944145993
0,500.0,1.9999695636929389
0,800.0,3.2953208609019597
0,560.0,3.5290807169487484
0,,
0,560.0,2.8964754850134917
0,500.0,2.6550489110975386
1,640.0,3.2810663510502582
0,800.0,3.1939002734622144
0,640.0,2.7843897991400848
0,380.0,2.9490279226546683
1,600.0,3.583473521240589
0,560.0,2.767519436365639
0,660.0,2.9374753272581517
1,400.0,4.1546936182785625
0,600.0,2.7679855177273773
0,580.0,2.8472428094866067
0,800.0,2.8229380811810643
1,580.0,4.077339353380982
1,700.0,4.257941627715155
0,420.0,3.3137470622490226
1,600.0,4.5499840460341785
1,780.0,4.617222200201216
0,740.0,2.7751901990970045
1,640.0,4.185200811599462
0,540.0,2.985161372739588
0,580.0,2.997433923536557
0,740.0,2.9413369722276865
0,580.0,2.8736260078377507
0,,2.502465577708469
0,640.0,3.3118276906145065
1,600.0,4.089650578356006
1,660.0,3.1518522909004516
0,340.0,2.8741880930505133
1,460.0,3.733102767805899
0,460.0,2.8448337108451773
1,560.0,4.487215757953328
0,540.0,2.3168848884108257
0,680.0,3.4404704641049837
1,480.0,3.9204180571633302
0,800.0,2.5041778388467804
0,800.0,2.467502121669868
1,720.0,4.133101457273268
0,620.0,3.2681838669147405
0,540.0,2.513858137159756
0,480.0,2.99048831136709
1,720.0,3.7590297910487007
0,580.0,3.184335315738257
0,600.0,2.6391736853097933
0,380.0,3.1639618174904003
0,420.0,2.0504120451021706
1,800.0,3.879209574612661
0,620.0,2.3997989076018467
1,660.0,
0,480.0,3.8479751468713523
0,500.0,2.798650372889332
0,700.0,2.66923841393156
0,440.0,2.30019957623068
1,520.0,4.707110259952577
1,680.0,3.847086424265117
0,620.0,3.1618362044945245
0,540.0,2.045133682830233
0,800.0,3.852219439003633
0,680.0,2.6449647711414466
0,440.0,2.1863210747365858
0,680.0,3.4008198957840747
0,640.0,3.587750631312804
0,660.0,3.1886150605775714
0,620.0,2.9067248524324043
1,520.0,4.779875545857624
1,540.0,4.192031646154288
1,740.0,3.6041399649950487
0,640.0,3.2489541889893534
1,520.0,3.461628714094614
1,620.0,4.848554188527079
0,520.0,2.817838658305868
0,640.0,3.7477082018699375
0,680.0,2.6005778718502097
0,440.0,2.153303146147023
1,520.0,3.79642905965959
1,620.0,3.9591970516166297
1,520.0,4.001471542866032
0,380.0,2.526029730493981
0,560.0,2.624780561768989
1,600.0,4.303501769108056
1,680.0,3.4650615838462184
0,500.0,2.5037463792133883
1,640.0,4.110808051417498
0,540.0,2.7061041637083614
1,680.0,4.218733789366587
0,660.0,2.7929585360883484
0,520.0,2.693916616109629
1,600.0,3.6718951976926935
0,460.0,3.6392896232598
1,580.0,4.231961259502601
1,680.0,3.22426930946056
1,660.0,3.852179221347536
0,660.0,3.0533957847595334
0,360.0,2.8202153511786774
0,660.0,3.255377488179235
0,520.0,2.7322406491227103
1,440.0,3.6272490874968
0,600.0,2.8958702474710734
1,800.0,3.545399698159268
1,660.0,4.4464914051180235
0,800.0,2.322462104433125
0,420.0,1.5263856194385976
1,620.0,4.099632899047215
0,800.0,2.01069510635866
0,680.0,3.6889687355713527
0,800.0,3.5538460018202387
0,480.0,2.068655848364676
0,520.0,3.230807723176943
0,560.0,2.900186791254966
0,460.0,2.3097101768778647
0,540.0,3.362890294271001
0,720.0,2.8646898685474085
0,640.0,3.0847981279827623
1,660.0,4.449223410494178
1,400.0,3.8076128923003436
1,680.0,4.548308603335472
0,220.0,2.8178792253561067
0,580.0,3.2187985424004584
1,540.0,3.2636747678280926
0,580.0,2.5341262450899458
0,540.0,2.3284628881170097
0,440.0,2.0204233556789664
0,560.0,3.512145956073637
0,660.0,3.5602638013224963
0,660.0,3.2220405110263077
1,520.0,4.017715803059433
0,540.0,3.0056226654400384
1,300.0,3.1052023676817253
1,340.0,3.243989643379084
1,780.0,4.603010554752445
1,480.0,4.10309772466676
0,540.0,2.435642917260384
0,460.0,3.041917419215756
0,460.0,3.0917588629782218
0,500.0,2.8599513353060155
0,420.0,2.36532407310994
0,520.0,1.9626429226122009
0,680.0,3.4239818706312333
0,680.0,2.9341117148542306
1,560.0,4.372046555177113
0,580.0,2.9455237214299643
0,500.0,2.470553231594013
0,740.0,3.214983456162943
0,660.0,2.6979153110597656
0,420.0,2.004665313496072
0,560.0,2.643096613744705
1,460.0,4.271138625997264
1,620.0,4.504811303541649
0,520.0,2.8345931042519874
0,620.0,2.401865293913458
0,540.0,2.7623968759446083
1,660.0,3.972637093105192
0,500.0,2.975329377953949
1,560.0,3.226903884626359
0,500.0,3.109128420574077
0,580.0,3.0215736510376745
0,520.0,2.4482380078645765
0,500.0,2.5685225353752656
0,600.0,2.7127985231917195
0,580.0,3.1406460777942167
0,400.0,2.4648822592934634
0,620.0,2.213330317832793
1,780.0,4.492517693818863
0,620.0,2.8160664152399386
1,580.0,3.3152429877980447
0,700.0,3.4533479594393097
1,540.0,4.502452115261504
1,760.0,3.0907723624408567
0,700.0,2.751591978054796
0,720.0,3.1598309991829585
1,560.0,3.714315966431454
0,720.0,3.2025662312785146
1,520.0,4.645472295907168
1,540.0,3.667110679407049
0,680.0,2.6277780791873258
0,460.0,2.759772220791646
1,560.0,4.3004585843529135
0,480.0,2.7383270993976154
0,460.0,2.8452079839541966
0,620.0,2.9136766119373174
0,580.0,3.9279156640013264
0,800.0,3.818743272234741
1,540.0,4.723928577002587
1,680.0,4.674864390220448
1,680.0,2.790158700255444
1,620.0,3.3854566165288675
0,560.0,3.767891524765112
0,560.0,2.5334986017005203
0,620.0,2.8924916405409933
1,800.0,4.928318562587727
0,640.0,2.766748591497936
0,540.0,2.4034644187123453
0,700.0,3.3002967702541506
1,540.0,3.9181841483173145
0,540.0,2.7353464688188183
0,660.0,3.338629388929585
1,480.0,3.5866548190436696
0,420.0,2.834804432132532
1,740.0,4.823619977089253
0,580.0,3.185890664665916
0,640.0,3.0716043502866026
0,640.0,2.849697280298661
1,800.0,3.9030094554673602
1,660.0,4.174448892069584
1,600.0,3.765097728601925
1,620.0,4.601136671516857
1,460.0,4.306922005156278
0,620.0,3.2356273377782636
0,560.0,2.774953571674996
0,460.0,2.609055038969087
0,700.0,3.5678283325235727
0,600.0,2.9221399651549698
0,380.0,3.3145552225225794
1,660.0,3.839492746686093
1,800.0,4.556801262458349
1,640.0,4.126154774160781
0,520.0,2.1607768521618667
1,760.0,3.6960297966749733
1,560.0,3.550061170089365
0,400.0,2.4553364311457364
1,540.0,3.4871764937707685
0,700.0,3.5380603603471035
0,800.0,3.7943127378044452
0,440.0,3.0986135818405938
1,760.0,4.61500722669917
0,700.0,2.4649870319611336
1,700.0,4.990053850104263
0,480.0,2.6653662193622116
0,780.0,3.2260957464588693
0,360.0,2.029697866750842
0,800.0,3.708048776568364
1,540.0,3.9500840152365235
0,500.0,2.2015112224056157
1,660.0,4.148329652363737
0,600.0,2.021285808345425
0,680.0,2.8971779632990358
1,760.0,4.227373071927955
1,800.0,4.4007686177542045
1,620.0,4.3070157409952685
1,520.0,4.442484083987108
1,780.0,3.579491151219756
0,520.0,2.3100296706411494
0,540.0,3.1781184103636777
0,760.0,2.7675773417927534
0,600.0,2.6519268205704685
1,800.0,4.293591844264493
0,360.0,2.3282302119098626
0,400.0,2.393521392668497
0,580.0,3.1219042536337995
0,520.0,2.561732494005501
1,500.0,3.9393611554785135
1,520.0,3.490113394679181
0,560.0,1.4919163596739502
1,580.0,4.187072318580103
1,600.0,4.063240552556471
0,500.0,3.085384388156148
0,700.0,2.5678329761624865
1,460.0,3.9613423988609378
1,580.0,3.9615162946872
0,500.0,2.5379231170558043
0,440.0,2.040595010305548
0,400.0,2.7370604175054747
0,640.0,2.9169241622552917
0,440.0,2.8893072881674953
0,740.0,3.2484986236990823
1,680.0,4.068295178966775
0,660.0,3.1425295101400623
1,740.0,4.6499639307777665
0,560.0,2.3030750997907306
0,380.0,2.294189187344794
0,400.0,3.3640932107608394
0,600.0,2.0040530610313825
1,620.0,3.881966877257704
0,560.0,2.458630003636564
0,640.0,2.8234856613097215
1,680.0,4.645792669436101
0,580.0,3.0810734663604453
0,600.0,3.3377589798266385
0,740.0,2.8649580712537217
0,620.0,2.83946050272586
0,580.0,2.8480014471099384
0,800.0,3.0015093228383867
0,640.0,3.223552553500276
0,300.0,2.2638381623189283
0,480.0,3.212571230530293
0,580.0,3.454973081103062
0,720.0,2.4653302604754916
0,720.0,3.0626119335028816
0,560.0,3.316826264202988
1,800.0,4.890005341817566
0,540.0,2.955185184270563
1,620.0,4.3379951568515365
0,700.0,2.7682712265454383
0,620.0,2.344020090014705
0,500.0,1.8922146701430549
0,380.0,2.6964886336893277
1,500.0,3.975582952639944
0,520.0,2.4741473070481708
0,600.0,2.4792969719888
0,600.0,2.7471984552337494
0,700.0,2.737762794508152
1,660.0,4.0939819398408686
0,700.0,3.2396523095412277
1,720.0,4.218280140996174
0,800.0,3.3916394530837204
0,580.0,2.63245154868118
1,660.0,3.475942273796742
0,660.0,2.764978007140984
0,640.0,2.8311146979499093
0,480.0,2.6966770841391923
0,700.0,2.243708646020752
0,400.0,2.548878462956842
0,340.0,2.9899283650454267
0,580.0,3.1084425255802097
0,380.0,3.3206683801729064
0,540.0,3.6933211354783766
1,660.0,4.41559801813246
1,740.0,3.5126446347075766
1,700.0,3.8465412521282847
0,480.0,2.403538284886995
0,400.0,1.9381900486506367
0,480.0,3.3508219004127837
0,680.0,2.678505684138712
0,420.0,2.6099290313008408
0,360.0,2.795964365371101
0,600.0,2.6649150506977137
0,720.0,3.106928703970325
0,620.0,3.3740145497398215
1,440.0,4.040833260569011
0,700.0,3.531975265384584
1,800.0,3.7305002499390496
0,340.0,2.5646154313142606
1,520.0,3.7773481887492144
1,480.0,3.492600560659658
0,520.0,2.066208215514603
0,500.0,2.425773485867984
0,720.0,3.8747703864570866
0,540.0,2.6190092399719056
1,600.0,3.9001906414112635
0,740.0,3.7046886450597616
0,540.0,2.444266217268768
0,460.0,2.9475194398347626
1,620.0,3.2970605126518846
0,640.0,1.83192651988062
0,580.0,3.0320592486979154
0,500.0,2.7530683836619207
0,560.0,2.8011119496675554
0,500.0,3.264395784509785
0,560.0,2.4533492381717994
0,700.0,3.003665662372753
0,620.0,3.031690469493152
1,600.0,4.102243260054803
0,640.0,3.4813893690454574
1,700.0,4.289993553098611
0,620.0,3.217929061797263
0,580.0,2.5138042195349253
0,580.0,2.8069556658132155
0,380.0,3.0384743018221707
0,480.0,2.9873781591513766
0,560.0,2.014381853503193
1,480.0,3.125821027496843
0,740.0,3.3067817363957213
1,800.0,4.362890475819
0,400.0,2.7604106625401594
1,640.0,4.025347464993768
0,580.0,3.1045069895586432
0,620.0,2.8958026687229164
1,580.0,2.911681721168608
0,560.0,2.4270093601768683
1,480.0,4.111354631568148
0,660.0,2.90179773305161
0,700.0,3.3390271101138764
0,600.0,2.4876744740947725
0,640.0,3.4351464055170315
1,700.0,4.1006351216101065
0,520.0,2.1500162125718685
